sample_id,split,category,name,description,brand,model,serial_number,batch_no,is_used,is_refurbished,battery_health,accessory_status,ccc_number,energy_level,rohs_status,inspection_agency,inspection_conclusion,battery_safety_passed,charger_safety_passed,appearance_grade,functional_test_passed,repair_history_declared,report_text,risk_level,audit_label,reason_codes
HC-EAR-0164,holdout,earphone,音幕EAR-70,卖家宣称全新未拆封，音幕EAR-70电子设备，卖家描述为可正常使用。,音幕,EAR-70,,H2026-0164,false,true,91,full,,Level 3,unknown,平台复核,fail,true,true,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-EAR-0165,holdout,earphone,静听EAR-71,静听EAR-71电子设备，卖家描述为可正常使用。,静听,EAR-71,,H2027-0165,false,false,91,partial,,Level 3,compliant,平台复核,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Final note: manual review required before release.",medium,REVIEW,
HC-EAR-0166,holdout,earphone,声澜EAR-72,官方整备机，声澜EAR-72电子设备，卖家描述为可正常使用。,声澜,EAR-72,,H2026-0166,false,true,91,none,,Level 2,limited,平台复核,conditional_pass,true,true,A,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-EAR-0167,holdout,earphone,音幕EAR-73,音幕EAR-73电子设备，卖家描述为可正常使用。,音幕,EAR-73,,H2027-0167,false,false,91,partial,,Level 2,unknown,深圳质检中心,conditional_pass,false,false,,true,,基础功能通过，但部分安全指标描述模糊，后页注明可继续流通但必须人工核查披露内容。,medium,REVIEW,battery_safety_concern
HC-EAR-0168,holdout,earphone,音幕EAR-74,卖家描述较短：音幕EAR-74可正常使用。,音幕,EAR-74,,H2026-0168,false,false,91,full,,Level 2,compliant,平台复核,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-EAR-0169,holdout,earphone,静听EAR-75,静听EAR-75电子设备，卖家描述为可正常使用。,静听,EAR-75,,H2027-0169,false,false,91,full,,Level 1,limited,平台复核,fail,false,false,,true,,卖家提供的附件摘要称设备可正常使用，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-EAR-0170,holdout,earphone,静听EAR-76,静听EAR-76电子设备，卖家描述为可正常使用。,静听,EAR-76,,H2026-0170,false,false,91,full,,Level 2,compliant,平台复核,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-EAR-0171,holdout,earphone,声澜EAR-77,卖家宣称全新未拆封，声澜EAR-77电子设备，卖家描述为可正常使用。,声澜,EAR-77,,H2027-0171,false,true,91,none,,Level 2,limited,第三方送检,fail,true,true,C,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-EAR-0172,holdout,earphone,静听EAR-78,静听EAR-78电子设备，卖家描述为可正常使用。,静听,EAR-78,,H2026-0172,false,false,91,partial,,Level 2,limited,平台复核,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Supplement: model code mismatch observed in appendix.",medium,REVIEW,
HC-EAR-0173,holdout,earphone,音幕EAR-79,官方整备机，音幕EAR-79电子设备，卖家描述为可正常使用。,音幕,EAR-79,,H2027-0173,false,true,91,full,,Level 1,unknown,深圳质检中心,conditional_pass,true,true,B,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-EAR-0174,holdout,earphone,音幕EAR-80,音幕EAR-80电子设备，卖家描述为可正常使用。,音幕,EAR-80,,H2026-0174,false,false,91,partial,,Level 1,compliant,深圳质检中心,conditional_pass,false,true,,true,,基础功能通过，但部分安全指标描述模糊，后页注明可继续流通但必须人工核查披露内容。,medium,REVIEW,battery_safety_concern
HC-EAR-0175,holdout,earphone,音幕EAR-81,卖家描述较短：音幕EAR-81可正常使用。,音幕,EAR-81,,H2027-0175,false,false,91,partial,,Level 1,compliant,深圳质检中心,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-EAR-0176,holdout,earphone,静听EAR-82,静听EAR-82电子设备，卖家描述为可正常使用。,静听,EAR-82,,H2026-0176,false,false,91,partial,,Level 2,compliant,深圳质检中心,fail,false,false,,true,,卖家提供的附件摘要称设备可正常使用，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-EAR-0177,holdout,earphone,音幕EAR-83,音幕EAR-83电子设备，卖家描述为可正常使用。,音幕,EAR-83,,H2027-0177,false,false,91,full,,Level 2,limited,深圳质检中心,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-EAR-0178,holdout,earphone,声澜EAR-84,卖家宣称全新未拆封，声澜EAR-84电子设备，卖家描述为可正常使用。,声澜,EAR-84,,H2026-0178,false,true,91,partial,,Level 2,unknown,第三方送检,fail,true,true,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-EAR-0179,holdout,earphone,声澜EAR-85,声澜EAR-85电子设备，卖家描述为可正常使用。,声澜,EAR-85,,H2027-0179,false,false,91,partial,,Level 1,limited,深圳质检中心,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Supplement: model code mismatch observed in appendix.",medium,REVIEW,
HC-EAR-0180,holdout,earphone,声澜EAR-86,官方整备机，声澜EAR-86电子设备，卖家描述为可正常使用。,声澜,EAR-86,,H2026-0180,false,true,91,partial,,Level 2,unknown,第三方送检,conditional_pass,true,true,A,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-EAR-0181,holdout,earphone,声澜EAR-87,声澜EAR-87电子设备，卖家描述为可正常使用。,声澜,EAR-87,,H2027-0181,false,false,91,none,,Level 2,limited,平台复核,conditional_pass,false,false,,true,,基础功能通过，但部分安全指标描述模糊，但备注项较多，需要结合附件人工判断。,medium,REVIEW,battery_safety_concern
HC-EAR-0182,holdout,earphone,静听EAR-88,卖家描述较短：静听EAR-88可正常使用。,静听,EAR-88,,H2026-0182,false,false,91,partial,,Level 1,limited,第三方送检,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-EAR-0183,holdout,earphone,声澜EAR-89,声澜EAR-89电子设备，卖家描述为可正常使用。,声澜,EAR-89,,H2027-0183,false,false,91,partial,,Level 1,compliant,第三方送检,fail,false,false,,true,,初检摘要写明样机功能正常，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-EAR-0184,holdout,earphone,音幕EAR-90,音幕EAR-90电子设备，卖家描述为可正常使用。,音幕,EAR-90,,H2026-0184,false,false,91,full,,Level 3,limited,深圳质检中心,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-EAR-0185,holdout,earphone,音幕EAR-91,卖家宣称全新未拆封，音幕EAR-91电子设备，卖家描述为可正常使用。,音幕,EAR-91,,H2027-0185,false,true,91,partial,,Level 2,unknown,第三方送检,fail,true,true,C,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-EAR-0186,holdout,earphone,声澜EAR-92,声澜EAR-92电子设备，卖家描述为可正常使用。,声澜,EAR-92,,H2026-0186,false,false,91,partial,,Level 1,compliant,深圳质检中心,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Final note: manual review required before release.",medium,REVIEW,
HC-EAR-0187,holdout,earphone,静听EAR-93,官方整备机，静听EAR-93电子设备，卖家描述为可正常使用。,静听,EAR-93,,H2027-0187,false,true,91,none,,Level 3,limited,第三方送检,conditional_pass,true,true,B,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-EAR-0188,holdout,earphone,音幕EAR-94,音幕EAR-94电子设备，卖家描述为可正常使用。,音幕,EAR-94,,H2026-0188,false,false,91,full,,Level 3,compliant,平台复核,conditional_pass,false,true,,true,,基础功能通过，但部分安全指标描述模糊，最终意见改为建议人工复核后再决定是否放行。,medium,REVIEW,battery_safety_concern
HC-EAR-0189,holdout,earphone,静听EAR-95,卖家描述较短：静听EAR-95可正常使用。,静听,EAR-95,,H2027-0189,false,false,91,partial,,Level 3,unknown,深圳质检中心,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-EAR-0190,holdout,earphone,声澜EAR-96,声澜EAR-96电子设备，卖家描述为可正常使用。,声澜,EAR-96,,H2026-0190,false,false,91,partial,,Level 3,compliant,深圳质检中心,fail,false,false,,true,,初检摘要写明样机功能正常，但后续复检备注明确建议暂缓上架。,high,FAIL,battery_safety_concern
HC-EAR-0191,holdout,earphone,音幕EAR-97,音幕EAR-97电子设备，卖家描述为可正常使用。,音幕,EAR-97,,H2027-0191,false,false,91,none,,Level 2,limited,深圳质检中心,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-EAR-0192,holdout,earphone,声澜EAR-98,卖家宣称全新未拆封，声澜EAR-98电子设备，卖家描述为可正常使用。,声澜,EAR-98,,H2026-0192,false,true,91,partial,,Level 1,compliant,第三方送检,fail,true,true,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-CHA-0193,holdout,charger,稳电CHA-99,稳电CHA-99电子设备，卖家描述为可正常使用。,稳电,CHA-99,,H2027-0193,false,false,,partial,CCC-CH-00193,Level 1,unknown,深圳质检中心,conditional_pass,,true,,true,,"Summary: device passed basic checks, Supplement: model code mismatch observed in appendix.",medium,REVIEW,
HC-CHA-0194,holdout,charger,稳电CHA-3,官方整备机，稳电CHA-3电子设备，卖家描述为可正常使用。,稳电,CHA-3,,H2026-0194,false,true,,none,CCC-CH-00194,Level 3,limited,平台复核,conditional_pass,,true,A,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-CHA-0195,holdout,charger,速充CHA-4,速充CHA-4电子设备，卖家描述为可正常使用。,速充,CHA-4,,H2027-0195,false,false,,none,CCC-CH-00195,Level 3,compliant,第三方送检,conditional_pass,,true,,true,,基础功能通过，但部分安全指标描述模糊，但备注项较多，需要结合附件人工判断。,medium,REVIEW,
HC-CHA-0196,holdout,charger,稳电CHA-5,卖家描述较短：稳电CHA-5可正常使用。,稳电,CHA-5,,H2026-0196,false,false,,partial,CCC-CH-00196,Level 2,limited,平台复核,pass,,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-CHA-0197,holdout,charger,速充CHA-6,速充CHA-6电子设备，卖家描述为可正常使用。,速充,CHA-6,,H2027-0197,false,false,,partial,CCC-CH-00197,Level 2,compliant,第三方送检,fail,,false,,true,,送检记录第一页显示外观与基本功能合格，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-CHA-0198,holdout,charger,速充CHA-7,速充CHA-7电子设备，卖家描述为可正常使用。,速充,CHA-7,,H2026-0198,false,false,,none,CCC-CH-00198,Level 2,limited,平台复核,conditional_pass,,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-CHA-0199,holdout,charger,稳电CHA-8,卖家宣称全新未拆封，稳电CHA-8电子设备，卖家描述为可正常使用。,稳电,CHA-8,,H2027-0199,false,true,,full,CCC-CH-00199,Level 2,unknown,第三方送检,fail,,true,C,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-CHA-0200,holdout,charger,速充CHA-9,速充CHA-9电子设备，卖家描述为可正常使用。,速充,CHA-9,,H2026-0200,false,false,,full,CCC-CH-00200,Level 2,unknown,平台复核,conditional_pass,,true,,true,,"Summary: device passed basic checks, Thermal retest result remains unstable after 20 cycles.",medium,REVIEW,
HC-CHA-0201,holdout,charger,速充CHA-10,官方整备机，速充CHA-10电子设备，卖家描述为可正常使用。,速充,CHA-10,,H2027-0201,false,true,,partial,CCC-CH-00201,Level 2,compliant,第三方送检,conditional_pass,,true,A,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-CHA-0202,holdout,charger,速充CHA-11,速充CHA-11电子设备，卖家描述为可正常使用。,速充,CHA-11,,H2026-0202,false,false,,partial,CCC-CH-00202,Level 2,limited,深圳质检中心,conditional_pass,,false,,true,,基础功能通过，但部分安全指标描述模糊，最终意见改为建议人工复核后再决定是否放行。,medium,REVIEW,battery_safety_concern
HC-CHA-0203,holdout,charger,闪擎CHA-12,卖家描述较短：闪擎CHA-12可正常使用。,闪擎,CHA-12,,H2027-0203,false,false,,partial,CCC-CH-00203,Level 2,unknown,深圳质检中心,pass,,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-CHA-0204,holdout,charger,闪擎CHA-13,闪擎CHA-13电子设备，卖家描述为可正常使用。,闪擎,CHA-13,,H2026-0204,false,false,,full,CCC-CH-00204,Level 1,compliant,第三方送检,fail,,false,,true,,初检摘要写明样机功能正常，但后续复检备注明确建议暂缓上架。,high,FAIL,battery_safety_concern
HC-CHA-0205,holdout,charger,闪擎CHA-14,闪擎CHA-14电子设备，卖家描述为可正常使用。,闪擎,CHA-14,,H2027-0205,false,false,,full,CCC-CH-00205,Level 2,compliant,深圳质检中心,conditional_pass,,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-CHA-0206,holdout,charger,闪擎CHA-15,卖家宣称全新未拆封，闪擎CHA-15电子设备，卖家描述为可正常使用。,闪擎,CHA-15,,H2026-0206,false,true,,full,CCC-CH-00206,Level 2,compliant,平台复核,fail,,true,B,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-CHA-0207,holdout,charger,速充CHA-16,速充CHA-16电子设备，卖家描述为可正常使用。,速充,CHA-16,,H2027-0207,false,false,,none,CCC-CH-00207,Level 1,limited,平台复核,conditional_pass,,true,,true,,"Summary: device passed basic checks, Thermal retest result remains unstable after 20 cycles.",medium,REVIEW,
HC-CHA-0208,holdout,charger,闪擎CHA-17,官方整备机，闪擎CHA-17电子设备，卖家描述为可正常使用。,闪擎,CHA-17,,H2026-0208,false,true,,partial,CCC-CH-00208,Level 2,compliant,平台复核,conditional_pass,,true,B,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-CHA-0209,holdout,charger,速充CHA-18,速充CHA-18电子设备，卖家描述为可正常使用。,速充,CHA-18,,H2027-0209,false,false,,none,CCC-CH-00209,Level 1,compliant,深圳质检中心,conditional_pass,,false,,true,,基础功能通过，但部分安全指标描述模糊，后页注明可继续流通但必须人工核查披露内容。,medium,REVIEW,battery_safety_concern
HC-CHA-0210,holdout,charger,稳电CHA-19,卖家描述较短：稳电CHA-19可正常使用。,稳电,CHA-19,,H2026-0210,false,false,,full,CCC-CH-00210,Level 3,compliant,深圳质检中心,pass,,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-CHA-0211,holdout,charger,速充CHA-20,速充CHA-20电子设备，卖家描述为可正常使用。,速充,CHA-20,,H2027-0211,false,false,,none,CCC-CH-00211,Level 2,compliant,深圳质检中心,fail,,false,,true,,初检摘要写明样机功能正常，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-CHA-0212,holdout,charger,速充CHA-21,速充CHA-21电子设备，卖家描述为可正常使用。,速充,CHA-21,,H2026-0212,false,false,,partial,CCC-CH-00212,Level 1,unknown,深圳质检中心,conditional_pass,,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-CHA-0213,holdout,charger,闪擎CHA-22,卖家宣称全新未拆封，闪擎CHA-22电子设备，卖家描述为可正常使用。,闪擎,CHA-22,,H2027-0213,false,true,,full,CCC-CH-00213,Level 3,compliant,平台复核,fail,,true,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-CHA-0214,holdout,charger,稳电CHA-23,稳电CHA-23电子设备，卖家描述为可正常使用。,稳电,CHA-23,,H2026-0214,false,false,,partial,CCC-CH-00214,Level 2,limited,深圳质检中心,conditional_pass,,true,,true,,"Summary: device passed basic checks, Supplement: model code mismatch observed in appendix.",medium,REVIEW,
HC-CHA-0215,holdout,charger,闪擎CHA-24,官方整备机，闪擎CHA-24电子设备，卖家描述为可正常使用。,闪擎,CHA-24,,H2027-0215,false,true,,none,CCC-CH-00215,Level 3,unknown,深圳质检中心,conditional_pass,,true,B,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-CHA-0216,holdout,charger,稳电CHA-25,稳电CHA-25电子设备，卖家描述为可正常使用。,稳电,CHA-25,,H2026-0216,false,false,,full,CCC-CH-00216,Level 1,limited,平台复核,conditional_pass,,false,,true,,基础功能通过，但部分安全指标描述模糊，最终意见改为建议人工复核后再决定是否放行。,medium,REVIEW,battery_safety_concern
HC-CHA-0217,holdout,charger,速充CHA-26,卖家描述较短：速充CHA-26可正常使用。,速充,CHA-26,,H2027-0217,false,false,,partial,CCC-CH-00217,Level 2,compliant,第三方送检,pass,,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-CHA-0218,holdout,charger,稳电CHA-27,稳电CHA-27电子设备，卖家描述为可正常使用。,稳电,CHA-27,,H2026-0218,false,false,,full,CCC-CH-00218,Level 3,limited,深圳质检中心,fail,,false,,true,,送检记录第一页显示外观与基本功能合格，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-CHA-0219,holdout,charger,稳电CHA-28,稳电CHA-28电子设备，卖家描述为可正常使用。,稳电,CHA-28,,H2027-0219,false,false,,full,CCC-CH-00219,Level 2,unknown,深圳质检中心,conditional_pass,,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-CHA-0220,holdout,charger,闪擎CHA-29,卖家宣称全新未拆封，闪擎CHA-29电子设备，卖家描述为可正常使用。,闪擎,CHA-29,,H2026-0220,false,true,,none,CCC-CH-00220,Level 1,compliant,第三方送检,fail,,true,B,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-CHA-0221,holdout,charger,稳电CHA-30,稳电CHA-30电子设备，卖家描述为可正常使用。,稳电,CHA-30,,H2027-0221,false,false,,partial,CCC-CH-00221,Level 1,compliant,平台复核,conditional_pass,,true,,true,,"Summary: device passed basic checks, Thermal retest result remains unstable after 20 cycles.",medium,REVIEW,
HC-CHA-0222,holdout,charger,闪擎CHA-31,官方整备机，闪擎CHA-31电子设备，卖家描述为可正常使用。,闪擎,CHA-31,,H2026-0222,false,true,,full,CCC-CH-00222,Level 3,unknown,第三方送检,conditional_pass,,true,A,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-CHA-0223,holdout,charger,闪擎CHA-32,闪擎CHA-32电子设备，卖家描述为可正常使用。,闪擎,CHA-32,,H2027-0223,false,false,,full,CCC-CH-00223,Level 3,unknown,平台复核,conditional_pass,,true,,true,,基础功能通过，但部分安全指标描述模糊，最终意见改为建议人工复核后再决定是否放行。,medium,REVIEW,
HC-CHA-0224,holdout,charger,速充CHA-33,卖家描述较短：速充CHA-33可正常使用。,速充,CHA-33,,H2026-0224,false,false,,partial,CCC-CH-00224,Level 2,compliant,平台复核,pass,,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-CHA-0225,holdout,charger,闪擎CHA-34,闪擎CHA-34电子设备，卖家描述为可正常使用。,闪擎,CHA-34,,H2027-0225,false,false,,full,CCC-CH-00225,Level 1,limited,深圳质检中心,fail,,false,,true,,卖家提供的附件摘要称设备可正常使用，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-CHA-0226,holdout,charger,闪擎CHA-35,闪擎CHA-35电子设备，卖家描述为可正常使用。,闪擎,CHA-35,,H2026-0226,false,false,,none,CCC-CH-00226,Level 2,limited,平台复核,conditional_pass,,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-CHA-0227,holdout,charger,稳电CHA-36,卖家宣称全新未拆封，稳电CHA-36电子设备，卖家描述为可正常使用。,稳电,CHA-36,,H2027-0227,false,true,,full,CCC-CH-00227,Level 3,compliant,深圳质检中心,fail,,true,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-CHA-0228,holdout,charger,速充CHA-37,速充CHA-37电子设备，卖家描述为可正常使用。,速充,CHA-37,,H2026-0228,false,false,,full,CCC-CH-00228,Level 1,limited,平台复核,conditional_pass,,true,,true,,"Summary: device passed basic checks, Thermal retest result remains unstable after 20 cycles.",medium,REVIEW,
HC-CHA-0229,holdout,charger,稳电CHA-38,官方整备机，稳电CHA-38电子设备，卖家描述为可正常使用。,稳电,CHA-38,,H2027-0229,false,true,,full,CCC-CH-00229,Level 3,compliant,平台复核,conditional_pass,,true,A,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-CHA-0230,holdout,charger,稳电CHA-39,稳电CHA-39电子设备，卖家描述为可正常使用。,稳电,CHA-39,,H2026-0230,false,false,,none,CCC-CH-00230,Level 3,limited,平台复核,conditional_pass,,true,,true,,基础功能通过，但部分安全指标描述模糊，但备注项较多，需要结合附件人工判断。,medium,REVIEW,
HC-CHA-0231,holdout,charger,速充CHA-40,卖家描述较短：速充CHA-40可正常使用。,速充,CHA-40,,H2027-0231,false,false,,partial,CCC-CH-00231,Level 2,unknown,深圳质检中心,pass,,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-CHA-0232,holdout,charger,稳电CHA-41,稳电CHA-41电子设备，卖家描述为可正常使用。,稳电,CHA-41,,H2026-0232,false,false,,none,CCC-CH-00232,Level 3,compliant,平台复核,fail,,false,,true,,卖家提供的附件摘要称设备可正常使用，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-CHA-0233,holdout,charger,闪擎CHA-42,闪擎CHA-42电子设备，卖家描述为可正常使用。,闪擎,CHA-42,,H2027-0233,false,false,,full,CCC-CH-00233,Level 2,limited,平台复核,conditional_pass,,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-CHA-0234,holdout,charger,闪擎CHA-43,卖家宣称全新未拆封，闪擎CHA-43电子设备，卖家描述为可正常使用。,闪擎,CHA-43,,H2026-0234,false,true,,none,CCC-CH-00234,Level 3,unknown,第三方送检,fail,,true,C,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-CHA-0235,holdout,charger,闪擎CHA-44,闪擎CHA-44电子设备，卖家描述为可正常使用。,闪擎,CHA-44,,H2027-0235,false,false,,full,CCC-CH-00235,Level 3,unknown,第三方送检,conditional_pass,,true,,true,,"Summary: device passed basic checks, Final note: manual review required before release.",medium,REVIEW,
HC-CHA-0236,holdout,charger,速充CHA-45,官方整备机，速充CHA-45电子设备，卖家描述为可正常使用。,速充,CHA-45,,H2026-0236,false,true,,partial,CCC-CH-00236,Level 1,unknown,深圳质检中心,conditional_pass,,true,A,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-CHA-0237,holdout,charger,稳电CHA-46,稳电CHA-46电子设备，卖家描述为可正常使用。,稳电,CHA-46,,H2027-0237,false,false,,none,CCC-CH-00237,Level 1,limited,第三方送检,conditional_pass,,false,,true,,基础功能通过，但部分安全指标描述模糊，最终意见改为建议人工复核后再决定是否放行。,medium,REVIEW,battery_safety_concern
HC-CHA-0238,holdout,charger,稳电CHA-47,卖家描述较短：稳电CHA-47可正常使用。,稳电,CHA-47,,H2026-0238,false,false,,partial,CCC-CH-00238,Level 2,compliant,第三方送检,pass,,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-CHA-0239,holdout,charger,闪擎CHA-48,闪擎CHA-48电子设备，卖家描述为可正常使用。,闪擎,CHA-48,,H2027-0239,false,false,,full,CCC-CH-00239,Level 3,unknown,深圳质检中心,fail,,false,,true,,送检记录第一页显示外观与基本功能合格，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-CHA-0240,holdout,charger,稳电CHA-49,稳电CHA-49电子设备，卖家描述为可正常使用。,稳电,CHA-49,,H2026-0240,false,false,,full,CCC-CH-00240,Level 3,limited,第三方送检,conditional_pass,,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-POW-0241,holdout,power_bank,航电POW-50,卖家宣称全新未拆封，航电POW-50电子设备，卖家描述为可正常使用。,航电,POW-50,,H2027-0241,false,true,91,partial,CCC-PO-00241,Level 1,limited,平台复核,fail,true,,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-POW-0242,holdout,power_bank,航电POW-51,航电POW-51电子设备，卖家描述为可正常使用。,航电,POW-51,,H2026-0242,false,false,91,none,CCC-PO-00242,Level 2,limited,平台复核,conditional_pass,true,,,true,,"Summary: device passed basic checks, Final note: manual review required before release.",medium,REVIEW,
HC-POW-0243,holdout,power_bank,随行POW-52,官方整备机，随行POW-52电子设备，卖家描述为可正常使用。,随行,POW-52,,H2027-0243,false,true,91,partial,CCC-PO-00243,Level 2,compliant,深圳质检中心,conditional_pass,true,,A,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-POW-0244,holdout,power_bank,随行POW-53,随行POW-53电子设备，卖家描述为可正常使用。,随行,POW-53,,H2026-0244,false,false,91,none,CCC-PO-00244,Level 1,limited,第三方送检,conditional_pass,false,,,true,,基础功能通过，但部分安全指标描述模糊，后页注明可继续流通但必须人工核查披露内容。,medium,REVIEW,battery_safety_concern
HC-POW-0245,holdout,power_bank,航电POW-54,卖家描述较短：航电POW-54可正常使用。,航电,POW-54,,H2027-0245,false,false,91,full,CCC-PO-00245,Level 2,unknown,平台复核,pass,true,,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-POW-0246,holdout,power_bank,电量MaxPOW-55,电量MaxPOW-55电子设备，卖家描述为可正常使用。,电量Max,POW-55,,H2026-0246,false,false,91,none,CCC-PO-00246,Level 3,compliant,第三方送检,fail,false,,,true,,卖家提供的附件摘要称设备可正常使用，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-POW-0247,holdout,power_bank,电量MaxPOW-56,电量MaxPOW-56电子设备，卖家描述为可正常使用。,电量Max,POW-56,,H2027-0247,false,false,91,none,CCC-PO-00247,Level 2,limited,第三方送检,conditional_pass,true,,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
